Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	blood plasma|case	blood plasma|control
ZC3H15	blood plasma|case-blood plasma|control	-1.693959378	1.035698045	-0.785481922	4	0.657167882	0.657167882	NA	0.25	0.25	0	0
FMOD	blood plasma|case-blood plasma|control	-1.6550219	1.035698045	-0.785481922	4	0.658028297	0.658028297	NA	0.25	0.25	0	0
MRPL11	blood plasma|case-blood plasma|control	2.071875679	1.035698045	-0.785481922	4	0.658176614	0.658176614	NA	0.25	0.25	0	0
GLT8D1	blood plasma|case-blood plasma|control	-0.093371757	1.035698045	-0.785481922	4	0.658194337	0.658194337	NA	0.25	0.25	0	0
GINS4	blood plasma|case-blood plasma|control	-2.074665901	1.035698045	-0.785481922	4	0.658243597	0.658243597	NA	0.25	0.25	0	0
MPC2	blood plasma|case-blood plasma|control	-0.185991443	1.035698045	-0.785481922	4	0.658270016	0.658270016	NA	0.25	0.25	0	0
MAP4K4	blood plasma|case-blood plasma|control	-0.87100397	1.035698045	-0.785481922	4	0.658375699	0.658375699	NA	0.25	0.25	0	0
VBP1	blood plasma|case-blood plasma|control	1.874248002	1.035698045	-0.785481922	4	0.658598221	0.658598221	NA	0.25	0.25	0	0
ITGA2	blood plasma|case-blood plasma|control	-0.180314372	1.035698045	-0.785481922	4	0.658706598	0.658706598	NA	0.25	0.25	0	0
NOL3	blood plasma|case-blood plasma|control	0.337349848	1.035698045	-0.785481922	4	0.658814284	0.658814284	NA	0.25	0.25	0	0
MRPL1	blood plasma|case-blood plasma|control	0.397195389	1.035698045	-0.785481922	4	0.658993003	0.658993003	NA	0.25	0.25	0	0
SEC61G	blood plasma|case-blood plasma|control	-1.069996288	1.035698045	-0.785481922	4	0.65923931	0.65923931	NA	0.25	0.25	0	0
MRPS27	blood plasma|case-blood plasma|control	-0.1641639	1.035698045	-0.785481922	4	0.659477457	0.659477457	NA	0.25	0.25	0	0
PPL	blood plasma|case-blood plasma|control	0.078677871	1.035698045	-0.785481922	4	0.659522149	0.659522149	NA	0.25	0.25	0	0
DDX18	blood plasma|case-blood plasma|control	1.781799951	1.035698045	-0.785481922	4	0.659641832	0.659641832	NA	0.25	0.25	0	0
KDM1A	blood plasma|case-blood plasma|control	0.263466817	1.035698045	-0.785481922	4	0.659668082	0.659668082	NA	0.25	0.25	0	0
G3BP1	blood plasma|case-blood plasma|control	-1.614214928	1.035698045	-0.785481922	4	0.659805163	0.659805163	NA	0.25	0.25	0	0
ISOC1	blood plasma|case-blood plasma|control	-1.780525227	1.035698045	-0.785481922	4	0.659873722	0.659873722	NA	0.25	0.25	0	0
SRSF9	blood plasma|case-blood plasma|control	-1.519145588	1.035698045	-0.785481922	4	0.65991	0.65991	NA	0.25	0.25	0	0
CMC1	blood plasma|case-blood plasma|control	1.23689747	1.035698045	-0.785481922	4	0.660203014	0.660203014	NA	0.25	0.25	0	0
VPS45	blood plasma|case-blood plasma|control	-0.725944763	1.035698045	-0.785481922	4	0.660308461	0.660308461	NA	0.25	0.25	0	0
OSBPL10	blood plasma|case-blood plasma|control	0.557099039	1.035698045	-0.785481922	4	0.660389628	0.660389628	NA	0.25	0.25	0	0
NUTF2	blood plasma|case-blood plasma|control	0.958693987	1.035698045	-0.785481922	4	0.660429497	0.660429497	NA	0.25	0.25	0	0
PIN4	blood plasma|case-blood plasma|control	1.821981752	1.035698045	-0.785481922	4	0.660479825	0.660479825	NA	0.25	0.25	0	0
CREG1	blood plasma|case-blood plasma|control	-1.433157027	1.035698045	-0.785481922	4	0.660491028	0.660491028	NA	0.25	0.25	0	0
KLC4	blood plasma|case-blood plasma|control	1.069903061	1.035698045	-0.785481922	4	0.66053496	0.66053496	NA	0.25	0.25	0	0
ECI1	blood plasma|case-blood plasma|control	-0.279366267	1.035698045	-0.785481922	4	0.660635899	0.660635899	NA	0.25	0.25	0	0
USP14	blood plasma|case-blood plasma|control	-1.61437428	1.035698045	-0.785481922	4	0.660696636	0.660696636	NA	0.25	0.25	0	0
KPNA3	blood plasma|case-blood plasma|control	2.533942853	1.035698045	-0.785481922	4	0.660728925	0.660728925	NA	0.25	0.25	0	0
WDR77	blood plasma|case-blood plasma|control	2.520055835	1.035698045	-0.785481922	4	0.660955229	0.660955229	NA	0.25	0.25	0	0
UBAC2	blood plasma|case-blood plasma|control	0.181964303	1.035698045	-0.785481922	4	0.660986787	0.660986787	NA	0.25	0.25	0	0
NOC4L	blood plasma|case-blood plasma|control	-0.264676911	1.035698045	-0.785481922	4	0.661106794	0.661106794	NA	0.25	0.25	0	0
GEMIN2	blood plasma|case-blood plasma|control	0.569049124	1.035698045	-0.785481922	4	0.661115991	0.661115991	NA	0.25	0.25	0	0
SMARCC1	blood plasma|case-blood plasma|control	0.98872817	1.035698045	-0.785481922	4	0.661121182	0.661121182	NA	0.25	0.25	0	0
SON	blood plasma|case-blood plasma|control	1.045162267	1.035698045	-0.785481922	4	0.661291526	0.661291526	NA	0.25	0.25	0	0
AHSA1	blood plasma|case-blood plasma|control	-2.068091409	1.035698045	-0.785481922	4	0.661511088	0.661511088	NA	0.25	0.25	0	0
SDF2L1	blood plasma|case-blood plasma|control	0.415592969	1.035698045	-0.785481922	4	0.661537547	0.661537547	NA	0.25	0.25	0	0
UBE2O	blood plasma|case-blood plasma|control	2.218350885	1.035698045	-0.785481922	4	0.661636554	0.661636554	NA	0.25	0.25	0	0
PNKP	blood plasma|case-blood plasma|control	-1.910859824	1.035698045	-0.785481922	4	0.661676908	0.661676908	NA	0.25	0.25	0	0
PTGR1	blood plasma|case-blood plasma|control	-0.750798883	1.035698045	-0.785481922	4	0.662222427	0.662222427	NA	0.25	0.25	0	0
QNG1	blood plasma|case-blood plasma|control	0.038274189	1.035698045	-0.785481922	4	0.662457609	0.662457609	NA	0.25	0.25	0	0
TMPO	blood plasma|case-blood plasma|control	0.9383462	1.035698045	-0.785481922	4	0.662514516	0.662514516	NA	0.25	0.25	0	0
SNRPA	blood plasma|case-blood plasma|control	0.580693826	1.035698045	-0.785481922	4	0.662731853	0.662731853	NA	0.25	0.25	0	0
MCM2	blood plasma|case-blood plasma|control	2.324032569	1.035698045	-0.785481922	4	0.662977277	0.662977277	NA	0.25	0.25	0	0
CCDC82	blood plasma|case-blood plasma|control	-1.632997169	1.035698045	-0.785481922	4	0.663022688	0.663022688	NA	0.25	0.25	0	0
PBK	blood plasma|case-blood plasma|control	-0.236105558	1.035698045	-0.785481922	4	0.663247194	0.663247194	NA	0.25	0.25	0	0
CHCHD5	blood plasma|case-blood plasma|control	-1.109158949	1.035698045	-0.785481922	4	0.663250965	0.663250965	NA	0.25	0.25	0	0
NUDCD1	blood plasma|case-blood plasma|control	0.627846787	1.035698045	-0.785481922	4	0.663332157	0.663332157	NA	0.25	0.25	0	0
CALU	blood plasma|case-blood plasma|control	-0.315466889	1.035698045	-0.785481922	4	0.663384435	0.663384435	NA	0.25	0.25	0	0
STEEP1	blood plasma|case-blood plasma|control	-0.211023407	1.035698045	-0.785481922	4	0.66338858	0.66338858	NA	0.25	0.25	0	0
PLXNB2	blood plasma|case-blood plasma|control	2.401165822	1.035698045	-0.785481922	4	0.663604177	0.663604177	NA	0.25	0.25	0	0
ZC3H7A	blood plasma|case-blood plasma|control	1.848891357	1.035698045	-0.785481922	4	0.664002253	0.664002253	NA	0.25	0.25	0	0
GON7	blood plasma|case-blood plasma|control	-2.612632977	1.035698045	-0.785481922	4	0.664078942	0.664078942	NA	0.25	0.25	0	0
NUSAP1	blood plasma|case-blood plasma|control	-1.937759576	1.035698045	-0.785481922	4	0.664390803	0.664390803	NA	0.25	0.25	0	0
NOC3L	blood plasma|case-blood plasma|control	-1.215725104	1.035698045	-0.785481922	4	0.664446602	0.664446602	NA	0.25	0.25	0	0
VDAC2	blood plasma|case-blood plasma|control	0.468384573	1.035698045	-0.785481922	4	0.664477748	0.664477748	NA	0.25	0.25	0	0
MAD2L1	blood plasma|case-blood plasma|control	-1.288492264	1.035698045	-0.785481922	4	0.664578548	0.664578548	NA	0.25	0.25	0	0
PSMG4	blood plasma|case-blood plasma|control	1.342734913	1.035698045	-0.785481922	4	0.664768443	0.664768443	NA	0.25	0.25	0	0
GADD45GIP1	blood plasma|case-blood plasma|control	1.411411794	1.035698045	-0.785481922	4	0.664884878	0.664884878	NA	0.25	0.25	0	0
HYI	blood plasma|case-blood plasma|control	2.406603728	1.035698045	-0.785481922	4	0.664885091	0.664885091	NA	0.25	0.25	0	0
NDUFAF3	blood plasma|case-blood plasma|control	-0.002479615	1.035698045	-0.785481922	4	0.6648958	0.6648958	NA	0.25	0.25	0	0
FLYWCH2	blood plasma|case-blood plasma|control	-0.225863065	1.035698045	-0.785481922	4	0.665093742	0.665093742	NA	0.25	0.25	0	0
MRRF	blood plasma|case-blood plasma|control	2.713530693	1.035698045	-0.785481922	4	0.665122439	0.665122439	NA	0.25	0.25	0	0
DPH2	blood plasma|case-blood plasma|control	1.404488753	1.035698045	-0.785481922	4	0.665461678	0.665461678	NA	0.25	0.25	0	0
SNX1	blood plasma|case-blood plasma|control	0.729510059	1.035698045	-0.785481922	4	0.665568818	0.665568818	NA	0.25	0.25	0	0
RPS8	blood plasma|case-blood plasma|control	1.347948762	1.035698045	-0.785481922	4	0.665674952	0.665674952	NA	0.25	0.25	0	0
RALA;RALB	blood plasma|case-blood plasma|control	1.583620862	1.035698045	-0.785481922	4	0.665939598	0.665939598	NA	0.25	0.25	0	0
HYPK	blood plasma|case-blood plasma|control	-1.775033638	1.035698045	-0.785481922	4	0.666194404	0.666194404	NA	0.25	0.25	0	0
EWSR1	blood plasma|case-blood plasma|control	1.881674214	1.035698045	-0.785481922	4	0.666269115	0.666269115	NA	0.25	0.25	0	0
TOMM22	blood plasma|case-blood plasma|control	-2.117361554	1.035698045	-0.785481922	4	0.666305578	0.666305578	NA	0.25	0.25	0	0
ARAP1	blood plasma|case-blood plasma|control	0.974152782	1.035698045	-0.785481922	4	0.666317339	0.666317339	NA	0.25	0.25	0	0
PYM1	blood plasma|case-blood plasma|control	0.522543725	1.035698045	-0.785481922	4	0.666474143	0.666474143	NA	0.25	0.25	0	0
TMEM33	blood plasma|case-blood plasma|control	-1.177064524	1.035698045	-0.785481922	4	0.666548466	0.666548466	NA	0.25	0.25	0	0
TRIM25	blood plasma|case-blood plasma|control	-0.158466406	1.035698045	-0.785481922	4	0.666564229	0.666564229	NA	0.25	0.25	0	0
ZC3H13	blood plasma|case-blood plasma|control	0.135627236	1.035698045	-0.785481922	4	0.66657945	0.66657945	NA	0.25	0.25	0	0
RPS13	blood plasma|case-blood plasma|control	-0.327508361	1.035698045	-0.785481922	4	0.666739185	0.666739185	NA	0.25	0.25	0	0
CDC42SE2	blood plasma|case-blood plasma|control	-1.220889427	1.035698045	-0.785481922	4	0.666854331	0.666854331	NA	0.25	0.25	0	0
COPG2	blood plasma|case-blood plasma|control	1.206323406	1.035698045	-0.785481922	4	0.666955124	0.666955124	NA	0.25	0.25	0	0
CDC42	blood plasma|case-blood plasma|control	-2.373368397	1.035698045	-0.785481922	4	0.667227638	0.667227638	NA	0.25	0.25	0	0
GSTO1	blood plasma|case-blood plasma|control	-0.681057716	1.035698045	-0.785481922	4	0.667258087	0.667258087	NA	0.25	0.25	0	0
BAIAP2L2	blood plasma|case-blood plasma|control	0.773741591	1.035698045	-0.785481922	4	0.667596386	0.667596386	NA	0.25	0.25	0	0
EXOSC6	blood plasma|case-blood plasma|control	-0.733761396	1.035698045	-0.785481922	4	0.667612992	0.667612992	NA	0.25	0.25	0	0
CHID1	blood plasma|case-blood plasma|control	-0.316833705	1.035698045	-0.785481922	4	0.667717578	0.667717578	NA	0.25	0.25	0	0
PC	blood plasma|case-blood plasma|control	-1.348821952	1.035698045	-0.785481922	4	0.668164431	0.668164431	NA	0.25	0.25	0	0
NUDT1	blood plasma|case-blood plasma|control	-1.026388818	1.035698045	-0.785481922	4	0.66821572	0.66821572	NA	0.25	0.25	0	0
PRRC2C	blood plasma|case-blood plasma|control	-1.45246083	1.035698045	-0.785481922	4	0.668309305	0.668309305	NA	0.25	0.25	0	0
LSM2	blood plasma|case-blood plasma|control	-1.687137601	1.035698045	-0.785481922	4	0.668319045	0.668319045	NA	0.25	0.25	0	0
SERBP1	blood plasma|case-blood plasma|control	-0.031802092	1.035698045	-0.785481922	4	0.668322542	0.668322542	NA	0.25	0.25	0	0
HLA-A	blood plasma|case-blood plasma|control	1.179598469	1.035698045	-0.785481922	4	0.668365419	0.668365419	NA	0.25	0.25	0	0
COBL	blood plasma|case-blood plasma|control	-0.441604567	1.035698045	-0.785481922	4	0.668441485	0.668441485	NA	0.25	0.25	0	0
CTNNBL1	blood plasma|case-blood plasma|control	1.66396903	1.035698045	-0.785481922	4	0.668660316	0.668660316	NA	0.25	0.25	0	0
TCF25	blood plasma|case-blood plasma|control	0.859905187	1.035698045	-0.785481922	4	0.668715655	0.668715655	NA	0.25	0.25	0	0
SPOUT1	blood plasma|case-blood plasma|control	1.363964043	1.035698045	-0.785481922	4	0.668723399	0.668723399	NA	0.25	0.25	0	0
DNAJC3	blood plasma|case-blood plasma|control	-0.086230206	1.035698045	-0.785481922	4	0.669749983	0.669749983	NA	0.25	0.25	0	0
GLRX5	blood plasma|case-blood plasma|control	2.10261079	1.035698045	-0.785481922	4	0.669770811	0.669770811	NA	0.25	0.25	0	0
SLC4A1AP	blood plasma|case-blood plasma|control	-2.123263698	1.035698045	-0.785481922	4	0.669841049	0.669841049	NA	0.25	0.25	0	0
TXNDC5	blood plasma|case-blood plasma|control	1.49018144	1.035698045	-0.785481922	4	0.670050745	0.670050745	NA	0.25	0.25	0	0
DDX59	blood plasma|case-blood plasma|control	-0.526056679	1.035698045	-0.785481922	4	0.67008732	0.67008732	NA	0.25	0.25	0	0
COMMD4	blood plasma|case-blood plasma|control	-0.454768898	1.035698045	-0.785481922	4	0.670220185	0.670220185	NA	0.25	0.25	0	0
USP9X	blood plasma|case-blood plasma|control	-1.290801648	1.035698045	-0.785481922	4	0.670487234	0.670487234	NA	0.25	0.25	0	0
SUMO1;SUMO1P1	blood plasma|case-blood plasma|control	1.553366447	1.035698045	-0.785481922	4	0.670575883	0.670575883	NA	0.25	0.25	0	0
BRK1	blood plasma|case-blood plasma|control	0.198330284	1.035698045	-0.785481922	4	0.670660976	0.670660976	NA	0.25	0.25	0	0
LGALS3BP	blood plasma|case-blood plasma|control	0.989222331	1.035698045	-0.785481922	4	0.670697616	0.670697616	NA	0.25	0.25	0	0
MIX23	blood plasma|case-blood plasma|control	-1.51371087	1.035698045	-0.785481922	4	0.671428129	0.671428129	NA	0.25	0.25	0	0
SEC24C	blood plasma|case-blood plasma|control	1.907852055	1.035698045	-0.785481922	4	0.671481794	0.671481794	NA	0.25	0.25	0	0
ACO1	blood plasma|case-blood plasma|control	0.240752249	1.035698045	-0.785481922	4	0.671812829	0.671812829	NA	0.25	0.25	0	0
RHOT2	blood plasma|case-blood plasma|control	-0.443960892	1.035698045	-0.785481922	4	0.67198993	0.67198993	NA	0.25	0.25	0	0
RDH11	blood plasma|case-blood plasma|control	-0.08213411	1.035698045	-0.785481922	4	0.672158543	0.672158543	NA	0.25	0.25	0	0
EIF4EBP1	blood plasma|case-blood plasma|control	-0.933327904	1.035698045	-0.785481922	4	0.672216262	0.672216262	NA	0.25	0.25	0	0
USP36	blood plasma|case-blood plasma|control	-0.525671133	1.035698045	-0.785481922	4	0.672324351	0.672324351	NA	0.25	0.25	0	0
ACTBL2	blood plasma|case-blood plasma|control	-1.510955982	1.035698045	-0.785481922	4	0.672564576	0.672564576	NA	0.25	0.25	0	0
IRF2BP2	blood plasma|case-blood plasma|control	0.027420978	1.035698045	-0.785481922	4	0.672618882	0.672618882	NA	0.25	0.25	0	0
ARPC5L	blood plasma|case-blood plasma|control	-0.938154317	1.035698045	-0.785481922	4	0.673414718	0.673414718	NA	0.25	0.25	0	0
PSMD10	blood plasma|case-blood plasma|control	-1.073578617	1.035698045	-0.785481922	4	0.67372075	0.67372075	NA	0.25	0.25	0	0
CPEB4;CPEB3;CPEB2	blood plasma|case-blood plasma|control	-0.462062671	1.035698045	-0.785481922	4	0.673930507	0.673930507	NA	0.25	0.25	0	0
LDHA	blood plasma|case-blood plasma|control	-0.043539524	1.035698045	-0.785481922	4	0.674073894	0.674073894	NA	0.25	0.25	0	0
FBLL1	blood plasma|case-blood plasma|control	-1.505566893	1.035698045	-0.785481922	4	0.674088567	0.674088567	NA	0.25	0.25	0	0
NPC2	blood plasma|case-blood plasma|control	0.165062696	1.035698045	-0.785481922	4	0.674370086	0.674370086	NA	0.25	0.25	0	0
RPS19	blood plasma|case-blood plasma|control	-0.392323623	1.035698045	-0.785481922	4	0.674404949	0.674404949	NA	0.25	0.25	0	0
TOMM6	blood plasma|case-blood plasma|control	-2.006576722	1.035698045	-0.785481922	4	0.674493054	0.674493054	NA	0.25	0.25	0	0
DDX42	blood plasma|case-blood plasma|control	-0.837261332	1.035698045	-0.785481922	4	0.674529007	0.674529007	NA	0.25	0.25	0	0
RCN1	blood plasma|case-blood plasma|control	-2.178536091	1.035698045	-0.785481922	4	0.674722916	0.674722916	NA	0.25	0.25	0	0
EIF4A1	blood plasma|case-blood plasma|control	2.204104986	1.035698045	-0.785481922	4	0.674813711	0.674813711	NA	0.25	0.25	0	0
DNAJC2	blood plasma|case-blood plasma|control	0.63276408	1.035698045	-0.785481922	4	0.674883523	0.674883523	NA	0.25	0.25	0	0
CHMP1A	blood plasma|case-blood plasma|control	-1.447108743	1.035698045	-0.785481922	4	0.67506027	0.67506027	NA	0.25	0.25	0	0
MSLN	blood plasma|case-blood plasma|control	2.49960654	1.035698045	-0.785481922	4	0.67507848	0.67507848	NA	0.25	0.25	0	0
SLC2A1	blood plasma|case-blood plasma|control	-0.866313693	1.035698045	-0.785481922	4	0.675352173	0.675352173	NA	0.25	0.25	0	0
CCDC47	blood plasma|case-blood plasma|control	-1.800022816	1.035698045	-0.785481922	4	0.675534369	0.675534369	NA	0.25	0.25	0	0
ADAM15	blood plasma|case-blood plasma|control	-1.852865499	1.035698045	-0.785481922	4	0.675595143	0.675595143	NA	0.25	0.25	0	0
VTI1B	blood plasma|case-blood plasma|control	-1.008981673	1.035698045	-0.785481922	4	0.675854308	0.675854308	NA	0.25	0.25	0	0
MYO1G	blood plasma|case-blood plasma|control	0.295772085	1.035698045	-0.785481922	4	0.675901739	0.675901739	NA	0.25	0.25	0	0
PRKAR2A	blood plasma|case-blood plasma|control	-0.001062243	1.035698045	-0.785481922	4	0.676235613	0.676235613	NA	0.25	0.25	0	0
TMED2	blood plasma|case-blood plasma|control	0.280243616	1.035698045	-0.785481922	4	0.67635843	0.67635843	NA	0.25	0.25	0	0
CPT1A	blood plasma|case-blood plasma|control	-0.257205862	1.035698045	-0.785481922	4	0.676635767	0.676635767	NA	0.25	0.25	0	0
LIMA1	blood plasma|case-blood plasma|control	0.511363911	1.035698045	-0.785481922	4	0.677018605	0.677018605	NA	0.25	0.25	0	0
RNF40	blood plasma|case-blood plasma|control	-0.536099184	1.035698045	-0.785481922	4	0.677168777	0.677168777	NA	0.25	0.25	0	0
BLMH	blood plasma|case-blood plasma|control	-0.386756857	1.035698045	-0.785481922	4	0.677195029	0.677195029	NA	0.25	0.25	0	0
TRIM56	blood plasma|case-blood plasma|control	0.268145152	1.035698045	-0.785481922	4	0.677263766	0.677263766	NA	0.25	0.25	0	0
THEM6	blood plasma|case-blood plasma|control	0.530086367	1.035698045	-0.785481922	4	0.677269439	0.677269439	NA	0.25	0.25	0	0
ARF1;ARF3	blood plasma|case-blood plasma|control	1.562128069	1.035698045	-0.785481922	4	0.6776563	0.6776563	NA	0.25	0.25	0	0
PYCR1	blood plasma|case-blood plasma|control	-1.994542428	1.035698045	-0.785481922	4	0.677712957	0.677712957	NA	0.25	0.25	0	0
PGLS	blood plasma|case-blood plasma|control	0.387290019	1.035698045	-0.785481922	4	0.677716654	0.677716654	NA	0.25	0.25	0	0
IARS2	blood plasma|case-blood plasma|control	0.38516225	1.035698045	-0.785481922	4	0.678032936	0.678032936	NA	0.25	0.25	0	0
MRPL19	blood plasma|case-blood plasma|control	0.018429127	1.035698045	-0.785481922	4	0.678047152	0.678047152	NA	0.25	0.25	0	0
DCTN3	blood plasma|case-blood plasma|control	-1.278792448	1.035698045	-0.785481922	4	0.678096714	0.678096714	NA	0.25	0.25	0	0
AK2	blood plasma|case-blood plasma|control	-0.558366979	1.035698045	-0.785481922	4	0.678179866	0.678179866	NA	0.25	0.25	0	0
TRIP4	blood plasma|case-blood plasma|control	-2.5538899	1.035698045	-0.785481922	4	0.678363171	0.678363171	NA	0.25	0.25	0	0
DBT	blood plasma|case-blood plasma|control	-1.544323993	1.035698045	-0.785481922	4	0.678383994	0.678383994	NA	0.25	0.25	0	0
MBOAT7	blood plasma|case-blood plasma|control	-0.596713406	1.035698045	-0.785481922	4	0.678393423	0.678393423	NA	0.25	0.25	0	0
DHPS	blood plasma|case-blood plasma|control	0.805976658	1.035698045	-0.785481922	4	0.678408124	0.678408124	NA	0.25	0.25	0	0
KYAT3	blood plasma|case-blood plasma|control	-1.163919947	1.035698045	-0.785481922	4	0.678476448	0.678476448	NA	0.25	0.25	0	0
SMCHD1	blood plasma|case-blood plasma|control	-1.566883477	1.035698045	-0.785481922	4	0.678481983	0.678481983	NA	0.25	0.25	0	0
CTPS2	blood plasma|case-blood plasma|control	0.384799944	1.035698045	-0.785481922	4	0.678602514	0.678602514	NA	0.25	0.25	0	0
CDK6	blood plasma|case-blood plasma|control	1.203058672	1.035698045	-0.785481922	4	0.678640578	0.678640578	NA	0.25	0.25	0	0
SRSF4	blood plasma|case-blood plasma|control	-2.0955962	1.035698045	-0.785481922	4	0.678716579	0.678716579	NA	0.25	0.25	0	0
HSPA13	blood plasma|case-blood plasma|control	-1.090574549	1.035698045	-0.785481922	4	0.678944095	0.678944095	NA	0.25	0.25	0	0
MTR	blood plasma|case-blood plasma|control	0.867969832	1.035698045	-0.785481922	4	0.679065864	0.679065864	NA	0.25	0.25	0	0
LIMS1	blood plasma|case-blood plasma|control	-0.424686	1.035698045	-0.785481922	4	0.67915865	0.67915865	NA	0.25	0.25	0	0
HIGD1A;HIGD1C	blood plasma|case-blood plasma|control	-2.423083731	1.035698045	-0.785481922	4	0.679352831	0.679352831	NA	0.25	0.25	0	0
CLPX	blood plasma|case-blood plasma|control	-2.827831079	1.035698045	-0.785481922	4	0.679496487	0.679496487	NA	0.25	0.25	0	0
TMED4	blood plasma|case-blood plasma|control	-0.442598896	1.035698045	-0.785481922	4	0.679638174	0.679638174	NA	0.25	0.25	0	0
HNRNPUL2	blood plasma|case-blood plasma|control	0.337308728	1.035698045	-0.785481922	4	0.67968783	0.67968783	NA	0.25	0.25	0	0
